member_id,first_name,last_name,email,market,zip_code,purchase_date,renewal_date,acquisition_channel,total_visits,last_visit_date,plan_tier,plan_price
M00390,Teresa,Owens,teresa.owens93@yahoo.com,Salt Lake City,84134,2025-08-23,2026-08-23,Groupon,4,2026-03-19,Family Plus,104.04
M00391,Colton,Kim,colton.kim42@gmail.com,Austin,78714,2025-10-17,2026-10-17,Affiliate,0,,Individual,38.05
M00392,Jackson,Powell,jackson.powell49@gmail.com,Dallas,75278,2025-08-16,2026-08-16,Groupon,0,,Family,72.15
M00393,Nicole,White,nicole.white22@gmail.com,Austin,78714,2025-12-27,2026-12-27,Instagram Ads,2,2025-12-30,Family,60.07
M00394,Aaron,Green,aaron.green15@gmail.com,Dallas,75218,2025-10-05,2026-10-05,Groupon,0,,Family Plus,96.43
M00395,Kenneth,Richardson,kenneth.richardson76@gmail.com,Tucson,85768,2026-03-03,2027-03-03,Facebook Ads,0,,Individual,21.85
M00396,Jackson,Murphy,jackson.murphy68@gmail.com,Austin,78772,2025-11-08,2026-11-08,Word of Mouth,0,,Family,88.49
M00397,Alexander,Kim,alexander.kim51@outlook.com,Salt Lake City,84141,2025-09-20,2026-09-20,Facebook Ads,0,,Family,76.28
M00398,George,Harris,george.harris51@yahoo.com,Mesa,85230,2026-03-01,2027-03-01,Facebook Ads,0,,Family,70.68
M00399,Sharon,Wells,sharon.wells53@outlook.com,Fort Worth,76119,2025-09-07,2026-09-07,Instagram Ads,7,2026-03-07,Family,90.18
M00400,Parker,Vasquez,parker.vasquez18@gmail.com,Phoenix,85030,2025-09-27,2026-09-27,Facebook Ads,6,2026-03-06,Individual,21.01
M00401,Jerry,Phillips,jerry.phillips32@gmail.com,Phoenix,85021,2025-12-27,2026-12-27,Facebook Ads,2,2026-01-22,Individual,19.29
M00402,Katherine,Chavez,katherine.chavez72@outlook.com,El Paso,79960,2025-10-04,2026-10-04,TikTok Ads,6,2026-03-17,Individual,23.28
M00403,Sara,Baker,sara.baker33@outlook.com,Fort Worth,76199,2025-10-24,2026-10-24,Groupon,0,,Family Plus,116.77
M00404,Colton,Brooks,colton.brooks86@gmail.com,Dallas,75287,2025-12-06,2026-12-06,Affiliate,0,,Couple,54.33
M00405,Patricia,Reyes,patricia.reyes3@outlook.com,Phoenix,85064,2025-09-25,2026-09-25,Instagram Ads,4,2026-04-10,Family,61.4
M00406,Hannah,Coleman,hannah.coleman83@outlook.com,Phoenix,85052,2025-11-28,2026-11-28,Groupon,0,,Couple,40.62
M00407,Ryan,Ross,ryan.ross67@gmail.com,Houston,77010,2026-03-09,2027-03-09,Facebook Ads,0,,Family,97.15
M00408,Paul,Evans,paul.evans17@gmail.com,Austin,78736,2025-10-27,2026-10-27,Facebook Ads,3,2026-01-16,Individual,33.5
M00409,Jerry,Nelson,jerry.nelson61@gmail.com,Houston,77065,2026-03-25,2027-03-25,Instagram Ads,0,,Family,90.74
M00410,Joyce,Perez,joyce.perez98@yahoo.com,Houston,77080,2025-08-15,2026-08-15,Organic Search,8,2026-01-13,Couple,52.91
M00411,Deborah,Fisher,deborah.fisher33@outlook.com,Dallas,75272,2025-09-19,2026-09-19,Organic Search,0,,Couple,40.73
M00412,Amy,Morales,amy.morales62@gmail.com,Provo,84690,2025-12-09,2026-12-09,Organic Search,0,,Individual,32.31
M00413,Emily,Rogers,emily.rogers32@outlook.com,Provo,84611,2025-09-20,2026-09-20,Facebook Ads,1,2025-09-24,Individual,33.23
M00414,Kevin,Barnes,kevin.barnes33@outlook.com,Houston,77058,2025-11-09,2026-11-09,Word of Mouth,0,,Family,89.1
M00415,Alexander,Torres,alexander.torres35@outlook.com,Dallas,75249,2025-10-08,2026-10-08,Facebook Ads,1,2025-10-13,Individual,28.83
M00416,Carol,Rivera,carol.rivera48@gmail.com,Salt Lake City,84172,2026-03-20,2027-03-20,Facebook Ads,0,,Family Plus,105.22
M00417,Deborah,Gutierrez,deborah.gutierrez53@gmail.com,Idaho Falls,83423,2025-09-23,2026-09-23,Affiliate,3,2025-10-27,Individual,24.86
M00418,William,Harris,william.harris28@gmail.com,Salt Lake City,84187,2025-07-30,2026-07-30,Word of Mouth,7,2026-03-04,Family Plus,98.57
M00419,Michael,Young,michael.young68@gmail.com,Tucson,85741,2025-08-04,2026-08-04,Groupon,0,,Family,85.36
M00420,Amber,Carter,amber.carter1@outlook.com,Provo,84612,2025-10-20,2026-10-20,Organic Search,0,,Family Plus,123.91
M00421,Cynthia,Washington,cynthia.washington52@outlook.com,Dallas,75270,2025-09-19,2026-09-19,Direct,5,2026-04-01,Family Plus,121.59
M00422,Owen,Morris,owen.morris32@gmail.com,San Antonio,78294,2026-03-21,2027-03-21,Organic Search,1,2026-04-09,Individual,38.87
M00423,Max,Fernandez,max.fernandez86@gmail.com,Salt Lake City,84178,2025-10-16,2026-10-16,Organic Search,0,,Family,90.82
M00424,Madison,Taylor,madison.taylor83@gmail.com,Idaho Falls,83458,2025-08-24,2026-08-24,Organic Search,0,,Family,97.65
M00425,Laura,Gutierrez,laura.gutierrez15@gmail.com,Salt Lake City,84153,2026-02-04,2027-02-04,Organic Search,1,2026-02-25,Family Plus,115.81
M00426,Peter,Brooks,peter.brooks99@gmail.com,Boise,83726,2025-09-14,2026-09-14,Word of Mouth,8,2026-04-03,Family,67.89
M00427,Diana,Turner,diana.turner94@yahoo.com,Tucson,85732,2026-01-13,2027-01-13,Affiliate,0,,Family,70.96
M00428,Frank,Henderson,frank.henderson87@gmail.com,Dallas,75260,2025-12-26,2026-12-26,Groupon,0,,Family,70.32
M00429,Matthew,King,matthew.king42@outlook.com,San Antonio,78248,2025-07-31,2026-07-31,Groupon,4,2026-04-08,Individual,21.75
M00430,Matthew,Alvarez,matthew.alvarez61@gmail.com,Salt Lake City,84175,2025-05-18,2026-05-18,Organic Search,0,,Family,97.79
M00431,Nicholas,Rodriguez,nicholas.rodriguez16@gmail.com,Houston,77098,2026-02-18,2027-02-18,Word of Mouth,0,,Individual,33.9
M00432,Cameron,Ross,cameron.ross36@yahoo.com,Salt Lake City,84124,2025-07-18,2026-07-18,Facebook Ads,6,2026-04-09,Family,85.75
M00433,Isabella,Garcia,isabella.garcia51@gmail.com,Houston,77077,2026-01-31,2027-01-31,Word of Mouth,1,2026-02-15,Family,82.39
M00434,Samuel,Young,samuel.young6@gmail.com,Phoenix,85030,2026-02-20,2027-02-20,Facebook Ads,1,2026-03-01,Couple,61.59
M00435,Landon,Smith,landon.smith32@gmail.com,El Paso,79976,2026-01-23,2027-01-23,Affiliate,0,,Couple,55.02
M00436,Hannah,Price,hannah.price78@gmail.com,Phoenix,85022,2026-02-08,2027-02-08,Organic Search,0,,Individual,19.73
M00437,Jackson,Parker,jackson.parker76@gmail.com,Salt Lake City,84189,2026-01-11,2027-01-11,Groupon,1,2026-01-28,Family,69.43
M00438,Stephen,Roberts,stephen.roberts92@gmail.com,Boise,83775,2025-08-25,2026-08-25,Word of Mouth,9,2026-04-10,Couple,43.6
M00439,Matthew,Hughes,matthew.hughes90@gmail.com,Phoenix,85044,2025-09-17,2026-09-17,Word of Mouth,7,2026-04-01,Family Plus,95.15
M00440,Christina,Kelly,christina.kelly36@outlook.com,Tucson,85739,2025-09-08,2026-09-08,Groupon,0,,Family Plus,123.11
M00441,Nancy,Lee,nancy.lee10@outlook.com,Salt Lake City,84117,2026-03-30,2027-03-30,Facebook Ads,0,,Couple,66.89
M00442,Peter,Wright,peter.wright62@gmail.com,Boise,83796,2025-05-24,2026-05-24,Affiliate,1,2025-06-21,Family,75.22
M00443,Alexander,Morales,alexander.morales95@outlook.com,Fort Worth,76177,2026-01-08,2027-01-08,Organic Search,0,,Individual,27.97
M00444,Caleb,Edwards,caleb.edwards23@gmail.com,Provo,84675,2026-03-07,2027-03-07,Groupon,1,2026-04-09,Individual,28.91
M00445,Emma,Ortiz,emma.ortiz28@gmail.com,Boise,83760,2025-07-15,2026-07-15,Facebook Ads,0,,Couple,66.99
M00446,Elizabeth,Marshall,elizabeth.marshall80@yahoo.com,Salt Lake City,84168,2025-12-30,2026-12-30,Groupon,1,2026-01-03,Couple,39.15
M00447,Cheryl,Flores,cheryl.flores53@gmail.com,Houston,77029,2025-09-25,2026-09-25,Instagram Ads,2,2026-02-14,Couple,53.12
M00448,Virginia,Johnson,virginia.johnson46@outlook.com,Salt Lake City,84146,2026-03-19,2027-03-19,Facebook Ads,1,2026-03-27,Couple,61.32
M00449,Stephen,Walker,stephen.walker54@gmail.com,Houston,77097,2025-09-12,2026-09-12,Organic Search,9,2026-04-05,Couple,61.93
M00450,Isabella,Murphy,isabella.murphy86@yahoo.com,Tucson,85723,2025-06-06,2026-06-06,Organic Search,0,,Family,66.25
M00451,Joshua,Collins,joshua.collins16@gmail.com,Salt Lake City,84134,2026-02-17,2027-02-17,Affiliate,1,2026-03-01,Couple,57.49
M00452,Cynthia,Cruz,cynthia.cruz44@gmail.com,Salt Lake City,84164,2025-11-12,2026-11-12,Organic Search,0,,Couple,47.08
M00453,Amy,Brooks,amy.brooks7@gmail.com,Salt Lake City,84194,2025-05-29,2026-05-29,Organic Search,10,2026-04-09,Couple,53.16
M00454,Sebastian,Mendoza,sebastian.mendoza39@outlook.com,Phoenix,85029,2025-11-26,2026-11-26,Facebook Ads,0,,Individual,30.01
M00455,Ann,Ruiz,ann.ruiz47@gmail.com,Tucson,85765,2025-07-21,2026-07-21,Facebook Ads,0,,Couple,66.94
M00456,Kevin,Peterson,kevin.peterson90@yahoo.com,El Paso,79917,2025-09-13,2026-09-13,Instagram Ads,8,2026-02-13,Family,88.63
M00457,Theresa,Morgan,theresa.morgan71@gmail.com,Phoenix,85078,2025-11-13,2026-11-13,Facebook Ads,3,2026-03-02,Individual,21.96
M00458,Isaac,Ortiz,isaac.ortiz93@gmail.com,Mesa,85247,2025-10-04,2026-10-04,Groupon,1,2025-10-19,Individual,35.32
M00459,Frances,Ramirez,frances.ramirez93@yahoo.com,Boise,83790,2026-02-11,2027-02-11,Organic Search,1,2026-02-15,Family,91.67
M00460,Virginia,Patel,virginia.patel19@yahoo.com,Phoenix,85033,2026-01-02,2027-01-02,Instagram Ads,1,2026-01-05,Individual,30.39
M00461,Danielle,Carter,danielle.carter9@gmail.com,Dallas,75268,2025-07-09,2026-07-09,Affiliate,4,2025-12-01,Family Plus,92.61
M00462,Robert,Ramirez,robert.ramirez70@yahoo.com,Tucson,85735,2025-12-03,2026-12-03,Facebook Ads,2,2026-02-23,Family,94.7
M00463,Anthony,Ramos,anthony.ramos14@gmail.com,Provo,84628,2025-09-19,2026-09-19,Facebook Ads,3,2026-01-07,Couple,45.8
M00464,Donald,Castillo,donald.castillo11@outlook.com,Salt Lake City,84177,2025-11-01,2026-11-01,Groupon,1,2025-12-01,Individual,27.5
M00465,Shirley,Martin,shirley.martin1@outlook.com,San Antonio,78228,2025-08-03,2026-08-03,Groupon,0,,Couple,60.64
M00466,Mark,Barnes,mark.barnes94@gmail.com,Salt Lake City,84126,2025-08-30,2026-08-30,Facebook Ads,7,2026-02-16,Couple,48.58
M00467,Jack,Fernandez,jack.fernandez18@yahoo.com,Dallas,75227,2025-09-01,2026-09-01,Groupon,2,2026-03-18,Individual,36.07
M00468,Michael,Henderson,michael.henderson48@gmail.com,Salt Lake City,84184,2026-03-20,2027-03-20,Facebook Ads,1,2026-04-03,Family,93.82
M00469,Joshua,Campbell,joshua.campbell61@outlook.com,Tucson,85748,2026-03-29,2027-03-29,Word of Mouth,1,2026-04-09,Family,76.76
M00470,Brian,Adams,brian.adams2@gmail.com,Dallas,75268,2025-07-22,2026-07-22,Word of Mouth,8,2026-02-27,Family,95.77
M00471,Linda,Morris,linda.morris37@gmail.com,Salt Lake City,84137,2025-06-26,2026-06-26,Word of Mouth,17,2026-04-07,Family,71.36
M00472,Douglas,Hernandez,douglas.hernandez92@yahoo.com,Phoenix,85088,2025-07-24,2026-07-24,Word of Mouth,13,2026-04-08,Family Plus,109.41
M00473,Julie,Murray,julie.murray34@outlook.com,Salt Lake City,84192,2025-06-21,2026-06-21,Facebook Ads,6,2026-04-11,Family,86.99
M00474,Gregory,Taylor,gregory.taylor41@gmail.com,Austin,78737,2026-03-16,2027-03-16,Organic Search,1,2026-03-26,Family,70.14
M00475,Janice,Ross,janice.ross8@yahoo.com,Dallas,75270,2025-08-31,2026-08-31,Facebook Ads,4,2026-01-03,Couple,39.69
M00476,Nancy,Barnes,nancy.barnes44@yahoo.com,Phoenix,85063,2025-08-24,2026-08-24,Word of Mouth,5,2026-03-13,Family,90.35
M00477,Emily,Vargas,emily.vargas41@gmail.com,El Paso,79962,2026-01-30,2027-01-30,Facebook Ads,0,,Family,98.53
M00478,Connor,Harris,connor.harris5@gmail.com,Fort Worth,76163,2026-02-15,2027-02-15,Organic Search,0,,Family,83.04
M00479,Madison,Brown,madison.brown48@yahoo.com,Mesa,85274,2025-08-14,2026-08-14,Instagram Ads,2,2026-01-09,Individual,28.98
M00480,Amanda,Castro,amanda.castro55@gmail.com,Austin,78730,2025-08-24,2026-08-24,Word of Mouth,4,2026-03-21,Couple,64.35
M00481,Betty,Simmons,betty.simmons65@gmail.com,Salt Lake City,84147,2025-06-26,2026-06-26,Affiliate,1,2025-07-04,Couple,62.31
M00482,Rachel,Marshall,rachel.marshall53@outlook.com,San Antonio,78260,2025-10-18,2026-10-18,Facebook Ads,5,2026-03-04,Couple,45.72
M00483,Douglas,Morris,douglas.morris72@yahoo.com,Boise,83716,2025-05-14,2026-05-14,Instagram Ads,1,2025-06-08,Family,64.15
M00484,Virginia,Reyes,virginia.reyes13@yahoo.com,Salt Lake City,84183,2025-11-22,2026-11-22,Instagram Ads,2,2026-01-02,Family,84.09
M00485,Elijah,Ross,elijah.ross4@yahoo.com,Houston,77090,2025-11-18,2026-11-18,Instagram Ads,0,,Individual,32.05
M00486,Jerry,Gutierrez,jerry.gutierrez85@gmail.com,Salt Lake City,84128,2025-11-03,2026-11-03,Word of Mouth,5,2026-01-01,Family,82.17
M00487,Jerry,Watson,jerry.watson82@outlook.com,Salt Lake City,84111,2026-03-19,2027-03-19,Affiliate,1,2026-04-03,Family,84.25
M00488,Angela,Young,angela.young25@outlook.com,Houston,77029,2026-03-20,2027-03-20,Facebook Ads,1,2026-04-01,Couple,65.96
M00489,Steven,Morgan,steven.morgan36@gmail.com,El Paso,79954,2025-07-25,2026-07-25,Organic Search,12,2026-04-05,Family,77.68
M00490,Catherine,Nguyen,catherine.nguyen41@gmail.com,Phoenix,85011,2025-10-22,2026-10-22,Organic Search,0,,Couple,56.02
M00491,Ann,Taylor,ann.taylor50@gmail.com,Phoenix,85037,2026-02-25,2027-02-25,Facebook Ads,0,,Couple,57.24
M00492,Carson,Fisher,carson.fisher41@yahoo.com,Salt Lake City,84173,2026-01-31,2027-01-31,Word of Mouth,1,2026-02-15,Family Plus,104.16
M00493,Nolan,Johnson,nolan.johnson60@gmail.com,Provo,84661,2025-10-14,2026-10-14,Facebook Ads,0,,Family,80.1
M00494,Sarah,Harrison,sarah.harrison13@yahoo.com,Phoenix,85050,2025-10-26,2026-10-26,Instagram Ads,4,2026-03-05,Couple,55.69
M00495,Timothy,Patel,timothy.patel69@outlook.com,Mesa,85243,2025-10-31,2026-10-31,Affiliate,2,2026-02-16,Individual,19.96
M00496,Kimberly,Castro,kimberly.castro16@gmail.com,Mesa,85284,2025-08-19,2026-08-19,Affiliate,0,,Family Plus,103.88
M00497,Hannah,Morris,hannah.morris74@gmail.com,Houston,77045,2025-11-20,2026-11-20,Groupon,0,,Family,68.03
M00498,Patrick,Morales,patrick.morales85@outlook.com,Tucson,85719,2025-12-15,2026-12-15,Direct,1,2026-02-16,Individual,19.26
M00499,Helen,Ford,helen.ford84@gmail.com,Houston,77026,2025-05-22,2026-05-22,Facebook Ads,6,2026-03-13,Couple,68.25
M00500,Isaac,Perez,isaac.perez46@gmail.com,Salt Lake City,84174,2025-09-27,2026-09-27,Groupon,1,2025-10-02,Couple,52.24
M00501,Amanda,Peterson,amanda.peterson68@outlook.com,Salt Lake City,84116,2026-03-08,2027-03-08,Organic Search,0,,Family Plus,96.9
M00502,Madison,Morgan,madison.morgan31@gmail.com,Salt Lake City,84138,2025-09-15,2026-09-15,Affiliate,1,2025-11-02,Family,75.18
M00503,Carol,Evans,carol.evans45@outlook.com,Phoenix,85010,2025-08-03,2026-08-03,Facebook Ads,0,,Family,87.02
M00504,Colton,Morris,colton.morris22@gmail.com,Salt Lake City,84133,2025-08-05,2026-08-05,Groupon,8,2026-03-22,Family,97.49
M00505,Gloria,Rogers,gloria.rogers85@gmail.com,Dallas,75211,2025-07-13,2026-07-13,Instagram Ads,0,,Couple,49.01
M00506,Aiden,Woods,aiden.woods15@gmail.com,Houston,77091,2026-03-28,2027-03-28,Facebook Ads,1,2026-04-09,Family Plus,119.83
M00507,Deborah,Long,deborah.long82@gmail.com,Phoenix,85090,2025-07-09,2026-07-09,Organic Search,8,2026-04-01,Family Plus,105.17
M00508,Emma,Brown,emma.brown59@gmail.com,Phoenix,85085,2025-10-06,2026-10-06,Facebook Ads,0,,Family,59.2
M00509,James,Gonzalez,james.gonzalez33@gmail.com,Mesa,85274,2026-02-19,2027-02-19,Organic Search,1,2026-03-08,Family,65.2
M00510,David,Fernandez,david.fernandez46@gmail.com,Boise,83759,2025-11-22,2026-11-22,Groupon,0,,Family Plus,92.53
M00511,Brian,Fisher,brian.fisher87@outlook.com,Salt Lake City,84135,2025-10-30,2026-10-30,Facebook Ads,1,2025-11-06,Couple,44.99
M00512,Virginia,Harris,virginia.harris18@gmail.com,Tucson,85774,2025-08-29,2026-08-29,TikTok Ads,3,2026-02-18,Family,77.74
M00513,Connor,Myers,connor.myers17@outlook.com,Mesa,85216,2026-04-01,2027-04-01,Instagram Ads,1,2026-04-04,Couple,51.09
M00514,Margaret,Bennett,margaret.bennett77@gmail.com,Phoenix,85071,2025-06-09,2026-06-09,Organic Search,0,,Family Plus,93.37
M00515,Diana,Wilson,diana.wilson90@gmail.com,Salt Lake City,84173,2026-01-15,2027-01-15,Facebook Ads,0,,Family Plus,112.03
M00516,Mary,Washington,mary.washington80@yahoo.com,Salt Lake City,84187,2026-02-10,2027-02-10,Affiliate,0,,Family,68.89
M00517,Victoria,Powell,victoria.powell8@yahoo.com,Houston,77033,2025-05-26,2026-05-26,Instagram Ads,0,,Family,80.87
M00518,Landon,Young,landon.young56@gmail.com,Salt Lake City,84128,2025-06-29,2026-06-29,Instagram Ads,2,2026-03-14,Family,65.83
M00519,Tyler,Ramirez,tyler.ramirez60@gmail.com,Dallas,75213,2025-06-11,2026-06-11,Groupon,1,2025-07-07,Individual,26.79
M00520,Christina,Castro,christina.castro36@gmail.com,Salt Lake City,84174,2025-07-10,2026-07-10,Affiliate,1,2025-07-21,Family,72.95
M00521,Denise,Gray,denise.gray59@outlook.com,Phoenix,85094,2025-07-31,2026-07-31,Groupon,1,2025-10-19,Couple,66.48
M00522,Jonathan,King,jonathan.king90@gmail.com,El Paso,79954,2026-03-20,2027-03-20,Word of Mouth,0,,Family,61.7
M00523,Kenneth,Reyes,kenneth.reyes13@yahoo.com,Boise,83751,2026-02-19,2027-02-19,Instagram Ads,0,,Family Plus,118.11
M00524,Tyler,Butler,tyler.butler9@gmail.com,Phoenix,85014,2025-05-29,2026-05-29,Instagram Ads,0,,Individual,34.27
M00525,Linda,Hall,linda.hall42@gmail.com,Houston,77027,2025-11-26,2026-11-26,Direct,0,,Family,66.99
M00526,Laura,Phillips,laura.phillips95@gmail.com,Provo,84634,2026-02-28,2027-02-28,Facebook Ads,0,,Individual,38.2
M00527,Jack,Sullivan,jack.sullivan73@gmail.com,Salt Lake City,84133,2025-07-08,2026-07-08,Organic Search,7,2026-01-15,Family Plus,115.22
M00528,Laura,Howard,laura.howard33@gmail.com,Dallas,75230,2025-07-13,2026-07-13,TikTok Ads,0,,Individual,30.51
M00529,Luke,Richardson,luke.richardson52@outlook.com,Mesa,85284,2026-03-20,2027-03-20,Word of Mouth,1,2026-04-10,Family Plus,98.47
M00530,Gregory,Thomas,gregory.thomas31@gmail.com,San Antonio,78282,2026-03-17,2027-03-17,Affiliate,1,2026-03-24,Family,89.62
M00531,Carter,Lee,carter.lee71@gmail.com,Salt Lake City,84115,2025-10-07,2026-10-07,Facebook Ads,2,2025-12-13,Family,68.01
M00532,Carson,Jones,carson.jones71@gmail.com,Dallas,75258,2026-03-05,2027-03-05,Organic Search,0,,Couple,51.81
M00533,Dennis,Price,dennis.price25@gmail.com,Idaho Falls,83440,2025-07-04,2026-07-04,Facebook Ads,0,,Family,68.09
M00534,Patricia,Murphy,patricia.murphy8@gmail.com,Salt Lake City,84133,2025-11-30,2026-11-30,Groupon,3,2026-02-13,Couple,57.07
M00535,Ryan,Simmons,ryan.simmons92@gmail.com,Dallas,75280,2025-11-17,2026-11-17,Groupon,0,,Family,80.07
M00536,Susan,Ruiz,susan.ruiz53@outlook.com,Phoenix,85036,2025-10-30,2026-10-30,Affiliate,0,,Family,79.84
M00537,Rebecca,Young,rebecca.young48@outlook.com,Salt Lake City,84140,2026-03-27,2027-03-27,Organic Search,1,2026-04-07,Family,77.15
M00538,Maria,Foster,maria.foster57@gmail.com,Phoenix,85033,2026-03-19,2027-03-19,Organic Search,1,2026-03-20,Family,85.42
M00539,Frank,Ortiz,frank.ortiz97@gmail.com,San Antonio,78253,2026-03-06,2027-03-06,Organic Search,0,,Family,93.63
M00540,Teresa,Jimenez,teresa.jimenez93@yahoo.com,Fort Worth,76178,2025-07-13,2026-07-13,Word of Mouth,11,2026-03-31,Family,81.73
M00541,Thomas,Vasquez,thomas.vasquez24@gmail.com,San Antonio,78243,2026-01-19,2027-01-19,Affiliate,0,,Individual,31.61
M00542,Cynthia,Robinson,cynthia.robinson84@gmail.com,Boise,83766,2026-03-04,2027-03-04,Word of Mouth,0,,Individual,33.35
M00543,Jonathan,Rogers,jonathan.rogers3@outlook.com,Dallas,75215,2025-08-20,2026-08-20,Word of Mouth,5,2026-03-14,Couple,41.32
M00544,Cameron,Myers,cameron.myers61@yahoo.com,Salt Lake City,84157,2026-03-22,2027-03-22,Facebook Ads,1,2026-04-09,Family Plus,121.83
M00545,Frances,Rodriguez,frances.rodriguez85@yahoo.com,Fort Worth,76120,2025-06-19,2026-06-19,TikTok Ads,8,2026-04-10,Family Plus,124.72
M00546,Andrea,Martin,andrea.martin47@outlook.com,Houston,77063,2025-07-03,2026-07-03,Facebook Ads,9,2026-03-25,Family,98.47
M00547,Jacqueline,Jimenez,jacqueline.jimenez55@gmail.com,Dallas,75281,2025-10-14,2026-10-14,Facebook Ads,0,,Couple,49.1
M00548,Abigail,Ramirez,abigail.ramirez93@gmail.com,Tucson,85755,2025-08-24,2026-08-24,TikTok Ads,2,2026-03-01,Family Plus,111.71
M00549,Jordan,Perez,jordan.perez20@outlook.com,Dallas,75293,2025-06-07,2026-06-07,Groupon,4,2026-03-04,Couple,44.3
M00550,William,Turner,william.turner56@gmail.com,Austin,78788,2025-12-13,2026-12-13,Groupon,1,2025-12-18,Couple,43.97
M00551,Margaret,Reyes,margaret.reyes86@gmail.com,Salt Lake City,84180,2026-03-15,2027-03-15,Instagram Ads,0,,Family,60.09
M00552,Owen,Roberts,owen.roberts1@gmail.com,Provo,84657,2025-08-20,2026-08-20,Facebook Ads,5,2025-12-01,Family Plus,109.56
M00553,Ryan,Martin,ryan.martin42@gmail.com,Dallas,75268,2025-10-25,2026-10-25,Organic Search,0,,Family,90.08
M00554,Elizabeth,Gonzales,elizabeth.gonzales13@outlook.com,Phoenix,85081,2025-05-15,2026-05-15,Organic Search,0,,Family Plus,90.28
M00555,Nicholas,Scott,nicholas.scott76@gmail.com,El Paso,79996,2025-12-30,2026-12-30,Facebook Ads,1,2026-01-01,Family,78.38
M00556,Edward,Smith,edward.smith56@gmail.com,Austin,78736,2025-05-25,2026-05-25,Organic Search,2,2025-11-06,Individual,32.76
M00557,Doris,Washington,doris.washington63@yahoo.com,Dallas,75271,2025-11-08,2026-11-08,Groupon,1,2025-11-15,Couple,67.89
M00558,Ethan,Brooks,ethan.brooks85@gmail.com,Tucson,85726,2025-07-28,2026-07-28,Instagram Ads,0,,Family,91.19
M00559,Danielle,Stewart,danielle.stewart4@gmail.com,Houston,77062,2025-10-24,2026-10-24,Facebook Ads,3,2026-01-12,Family,69.46
M00560,Kevin,Evans,kevin.evans81@gmail.com,El Paso,79988,2026-03-25,2027-03-25,Groupon,0,,Family,59.8
M00561,Nancy,Bennett,nancy.bennett46@outlook.com,Boise,83776,2025-07-04,2026-07-04,Facebook Ads,2,2026-01-10,Family,98.41
M00562,Amy,Brown,amy.brown5@outlook.com,Houston,77074,2025-10-25,2026-10-25,Groupon,0,,Family,65.28
M00563,Amy,Rodriguez,amy.rodriguez35@outlook.com,Dallas,75261,2025-11-26,2026-11-26,Facebook Ads,0,,Family,69.8
M00564,Henry,Garcia,henry.garcia2@outlook.com,Idaho Falls,83422,2025-05-29,2026-05-29,Organic Search,0,,Family,66.77
M00565,Raymond,Henderson,raymond.henderson66@yahoo.com,Houston,77022,2025-11-06,2026-11-06,Facebook Ads,2,2026-01-20,Family,77.86
M00566,Aaron,Myers,aaron.myers98@gmail.com,Salt Lake City,84138,2025-08-19,2026-08-19,Word of Mouth,8,2026-03-18,Individual,34.42
M00567,Elizabeth,Chavez,elizabeth.chavez89@gmail.com,Dallas,75210,2025-07-28,2026-07-28,Facebook Ads,3,2025-12-30,Couple,55.87
M00568,Karen,Long,karen.long17@yahoo.com,Tucson,85731,2025-08-30,2026-08-30,Facebook Ads,7,2026-03-11,Family Plus,93.09
M00569,Jackson,Cook,jackson.cook61@gmail.com,El Paso,79927,2025-10-24,2026-10-24,Facebook Ads,3,2025-12-09,Family,77.95
M00570,Sarah,Hughes,sarah.hughes82@gmail.com,Phoenix,85090,2025-08-29,2026-08-29,Facebook Ads,0,,Individual,24.68
M00571,Benjamin,Patel,benjamin.patel80@outlook.com,Austin,78792,2026-01-27,2027-01-27,Organic Search,1,2026-02-05,Individual,22.05
M00572,Tyler,James,tyler.james74@outlook.com,Phoenix,85088,2025-12-07,2026-12-07,Organic Search,3,2026-02-25,Family,65.72
M00573,Adrian,Wood,adrian.wood39@gmail.com,Salt Lake City,84181,2025-10-05,2026-10-05,Groupon,1,2025-10-14,Family,87.25
M00574,Jackson,Diaz,jackson.diaz22@outlook.com,Tucson,85765,2026-02-02,2027-02-02,Word of Mouth,1,2026-02-10,Family,90.56
M00575,Alexander,Henderson,alexander.henderson28@outlook.com,Idaho Falls,83434,2026-03-30,2027-03-30,Groupon,1,2026-04-03,Individual,33.95
M00576,Helen,James,helen.james13@outlook.com,Houston,77011,2025-08-02,2026-08-02,Word of Mouth,12,2026-03-02,Individual,24.5
M00577,Cooper,Brooks,cooper.brooks91@gmail.com,Fort Worth,76156,2026-03-04,2027-03-04,Word of Mouth,1,2026-03-27,Family Plus,103.51
M00578,Victoria,Lopez,victoria.lopez36@outlook.com,Dallas,75291,2025-11-15,2026-11-15,Organic Search,1,2025-11-23,Family,59.13
M00579,Nancy,Campbell,nancy.campbell94@gmail.com,Phoenix,85090,2025-12-14,2026-12-14,TikTok Ads,2,2026-02-27,Family,90.55
M00580,Helen,Wilson,helen.wilson49@yahoo.com,Salt Lake City,84150,2026-01-19,2027-01-19,Groupon,1,2026-01-25,Family,69.91
M00581,Nolan,Murray,nolan.murray81@yahoo.com,El Paso,79984,2025-08-25,2026-08-25,Groupon,3,2026-02-14,Family,67.43
M00582,Jonathan,Parker,jonathan.parker60@gmail.com,Idaho Falls,83476,2025-06-08,2026-06-08,Organic Search,2,2025-07-01,Individual,21.8
